,genre_ids,id,original_language,overview,popularity,release_date,title,vote_average,vote_count
95,[10402],1160164,en,"A concert film documenting Taylor Swift's record-breaking Eras Tour (2023-2024). Filmed during the Los Angeles shows, the film captures the tour's ten acts, each representing a different musical era from Swift's career. The film showcases over 40 songs, elaborate stage productions, and Swift's performance.",5.4537,2023-10-13,TAYLOR SWIFT | THE ERAS TOUR,8.2,506
96,"[16, 10751, 12, 35, 14]",508965,en,"A selfish postman and a reclusive toymaker form an unlikely friendship, delivering joy to a cold, dark town that desperately needs it.",6.4339,2019-11-08,Klaus,8.224,4546
97,"[27, 53, 10402]",92060,en,"A night at the movies turns terrifying when Michael and his date are attacked by zombies. Released at the height of Thriller’s success, the short film redefined the music video, broke racial barriers, and became the first inducted into the U.S. National Film Registry.",2.1169,1983-11-14,Michael Jackson's Thriller,8.223,735
98,"[18, 35, 36]",490132,en,"Tony Lip, a bouncer in 1962, is hired to drive pianist Don Shirley on a tour through the Deep South in the days when African Americans, forced to find alternate accommodations and services due to segregation laws below the Mason-Dixon Line, relied on a guide called The Negro Motorist Green Book.",11.8326,2018-11-16,Green Book,8.222,12584
99,"[10749, 18]",527641,en,"Seventeen-year-old Stella spends most of her time in the hospital as a cystic fibrosis patient. Her life is full of routines, boundaries and self-control — all of which get put to the test when she meets Will, an impossibly charming teen who has the same illness. There's an instant flirtation, though restrictions dictate that they must maintain a safe distance between them. As their connection intensifies, so does the temptation to throw the rules out the window and embrace that attraction.",5.5114,2019-03-14,Five Feet Apart,8.221,5855
100,"[18, 35, 12]",24188,it,"Roberto, a shy law student in Rome, meets Bruno, a forty-year-old exuberant, capricious man, who takes him for a drive through the Roman and Tuscany countries in the summer. When their journey starts to blend into their daily lives though, the pair’s newfound friendship is tested.",1.4411,1962-12-05,Il Sorpasso,8.2,822
101,"[10752, 18, 36]",857,en,"As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.",11.7386,1998-07-24,Saving Private Ryan,8.221,16876
102,"[28, 18, 12]",98,en,"After the death of Emperor Marcus Aurelius, his devious son takes power and demotes Maximus, one of Rome's most capable generals who Marcus preferred. Eventually, Maximus is forced to become a gladiator and battle to the death against other men for the amusement of paying audiences.",16.9242,2000-05-04,Gladiator,8.221,20504
103,"[18, 9648, 80]",37257,en,An ailing barrister is thrust back into the courtroom in what becomes one of the most unusual and eventful murder cases of the lawyer's career when he finds himself defending a man being tried for the murder of a socialite.,4.5626,1957-12-17,Witness for the Prosecution,8.219,1621
104,"[18, 10752]",25237,ru,"The invasion of a village in Belarus by German forces sends young Florya into the forest to join the weary Resistance fighters, against his family's wishes. There he meets a girl, Glasha, who accompanies him back to his village. On returning home, Florya finds his family and fellow peasants massacred. His continued survival amidst the brutal debris of war becomes increasingly nightmarish, a battle between despair and hope.",5.9867,1985-10-17,Come and See,8.22,1749
105,[18],265177,fr,"A peculiar neighbor offers hope to a recent widow who is struggling to raise a teenager who is unpredictable and, sometimes, violent.",4.4685,2014-09-19,Mommy,8.2,2809
106,"[16, 10751, 18, 14]",110420,ja,"After her werewolf lover unexpectedly dies in an accident, a woman must find a way to raise the son and daughter that she had with him. However, their inheritance of their father's traits prove to be a challenge for her.",5.2626,2012-07-21,Wolf Children,8.217,2427
107,"[18, 53, 10752]",16869,en,"In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.",16.9782,2009-08-02,Inglourious Basterds,8.215,23730
108,"[16, 10751, 12, 14]",995133,en,"The unlikely friendship of a boy, a mole, a fox and a horse traveling together in the boy's search for home.",4.0381,2022-12-25,"The Boy, the Mole, the Fox and the Horse",8.2,689
109,"[16, 28, 12, 14]",618344,en,"Earth is decimated after intergalactic tyrant Darkseid has devastated the Justice League in a poorly executed war by the DC Super Heroes. Now the remaining bastions of good – the Justice League, Teen Titans, Suicide Squad and assorted others – must regroup, strategize and take the war to Darkseid in order to save the planet and its surviving inhabitants.",3.3009,2020-05-05,Justice League Dark: Apokolips War,8.211,1542
110,"[16, 28, 14]",635302,ja,"Tanjiro Kamado, joined with Inosuke Hashibira, a boy raised by boars who wears a boar's head, and Zenitsu Agatsuma, a scared boy who reveals his true power when he sleeps, boards the Infinity Train on a new mission with the Fire Hashira, Kyojuro Rengoku, to defeat a demon who has been tormenting the people and killing the demon slayers who oppose it!",11.204,2020-10-16,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,8.206,4391
111,"[18, 53]",16672,ja,A vacationing entomologist suffers extreme physical and psychological trauma after being taken captive by the residents of a poor seaside village and made to live with a woman whose life task is shoveling sand for them.,1.6097,1964-02-15,Woman in the Dunes,8.206,502
112,"[27, 53]",694,en,"Jack Torrance accepts a caretaker job at the Overlook Hotel, where he, along with his wife Wendy and their son Danny, must live isolated from the rest of the world for the winter. But they aren't prepared for the madness that lurks within.",16.4242,1980-05-23,The Shining,8.205,18610
113,"[16, 12, 14, 35, 10751]",315162,en,"Puss in Boots discovers that his passion for adventure has taken its toll: He has burned through eight of his nine lives, leaving him with only one life left. Puss sets out on an epic journey to find the mythical Last Wish and restore his nine lives.",15.5447,2022-12-07,Puss in Boots: The Last Wish,8.205,8622
114,"[18, 9648, 878]",1124,en,"A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences.",13.0668,2006-10-17,The Prestige,8.2,17210
115,[18],50014,en,"Aibileen Clark is a middle-aged African-American maid who has spent her life raising white children and has recently lost her only son; Minny Jackson is an African-American maid who has often offended her employers despite her family's struggles with money and her desperate need for jobs; and Eugenia ""Skeeter"" Phelan is a young white woman who has recently moved back home after graduating college to find out her childhood maid has mysteriously disappeared. These three stories intertwine to explain how life in Jackson, Mississippi revolves around ""the help""; yet they are always kept at a certain distance because of racial lines.",8.5636,2011-08-09,The Help,8.201,8865
116,"[12, 28, 878]",11,en,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,22.5699,1977-05-25,Star Wars,8.201,21929
117,"[18, 53, 9648]",11324,en,"World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by troubling visions and a mysterious doctor.",16.242,2010-02-14,Shutter Island,8.2,25407
118,"[10751, 16, 10402, 12]",354912,en,"Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history.",21.1807,2017-10-27,Coco,8.198,20656
119,"[16, 28, 878, 18]",283566,ja,"In the aftermath of the Fourth Impact, stranded without their Evangelions, Shinji, Asuka and Rei find refuge in one of the rare pockets of humanity that still exist on the ruined planet Earth. There, each lives a life far different from their days as an Evangelion pilot. However, the danger to the world is far from over. A new impact is looming on the horizon—one that will prove to be the true end of Evangelion.",4.4695,2021-03-08,Evangelion: 3.0+1.0 Thrice Upon a Time,8.2,910
120,"[18, 36, 10752]",324786,en,"WWII American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first Conscientious Objector in American history to receive the Congressional Medal of Honor.",16.2208,2016-10-07,Hacksaw Ridge,8.191,14598
121,"[878, 12]",313106,en,"In 2013, something terrible is awakening in London's National Gallery; in 1562, a murderous plot is afoot in Elizabethan England; and somewhere in space an ancient battle reaches its devastating conclusion. All of reality is at stake as the Doctor's own dangerous past comes back to haunt him.",2.731,2013-11-23,Doctor Who: The Day of the Doctor,8.191,766
122,"[35, 18, 10749]",284,en,"Bud Baxter is a minor clerk in a huge New York insurance company, until he discovers a quick way to climb the corporate ladder. He lends out his apartment to the executives as a place to take their mistresses. Although he often has to deal with the aftermath of their visits, one night he's left with a major problem to solve.",5.5394,1960-06-21,The Apartment,8.191,2573
123,"[16, 10751, 12, 14]",441130,en,"In a time of superstition and magic, when wolves are seen as demonic and nature an evil to be tamed, a young apprentice hunter comes to Ireland with her father to wipe out the last pack. But when she saves a wild native girl, their friendship leads her to discover the world of the Wolfwalkers and transform her into the very thing her father is tasked to destroy.",8.6303,2020-10-26,Wolfwalkers,8.19,1341
124,"[53, 18, 10749]",290098,ko,"1930s Korea, in the period of Japanese occupation, a new girl, Sookee, is hired as a handmaiden to a Japanese heiress, Hideko, who lives a secluded life on a large countryside estate with her domineering Uncle Kouzuki. But the maid has a secret. She is a pickpocket recruited by a swindler posing as a Japanese Count to help him seduce the Lady to steal her fortune.",11.1559,2016-06-01,The Handmaiden,8.19,4188
125,"[18, 37]",68718,en,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",16.9632,2012-12-25,Django Unchained,8.187,27560
126,"[18, 10749]",522924,en,"A family dog – with a near-human soul and a philosopher's mind – evaluates his life through the lessons learned by his human owner, a race-car driver.",3.2127,2019-08-08,The Art of Racing in the Rain,8.184,1634
127,[35],620683,pt,Dona Hermínia will have to rediscover and reinvent herself because her children are forming new families. This supermom will have to deal with a new life scenario: Marcelina is pregnant and Juliano is getting married.,0.3496,2019-12-26,My Mom Is a Character 3,8.18,492
